latitude,longitude,accommodates,beds,bathrooms,half_bathrooms,shared_bathrooms,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,price
-22.96160697937012,-43.17509460449219,5,5.0,3,0,0,1,0,0,0,886.0
-22.98182,-43.20279,3,2.0,2,0,0,1,0,0,0,2153.0
-22.99668,-43.23932,1,1.0,1,0,1,0,0,0,1,132.0
-22.95114,-43.18559,4,1.0,1,1,0,1,0,0,0,414.0
-22.95645,-43.17961,4,2.0,2,0,0,1,0,0,0,664.0
-22.93271,-43.17644,4,1.0,1,0,0,1,0,0,0,500.0
-22.97749,-43.18878,4,2.0,1,0,0,1,0,0,0,1337.0
-22.96935,-43.39323,4,1.0,1,1,2,0,0,1,0,150.0
-22.97554,-43.18868,4,2.0,1,0,0,1,0,0,0,642.0
-23.06459,-43.56735,1,1.0,1,0,0,0,0,1,0,250.0
-22.95979,-43.17635,2,2.0,1,0,0,1,0,0,0,470.0
-22.95252,-43.17543,4,4.0,2,1,0,1,0,0,0,600.0
-22.96641,-43.18081,2,1.0,1,0,0,0,0,1,0,1458.0
-22.96645,-43.39501,4,3.0,1,0,0,1,0,0,0,586.0
-22.92207,-43.20707,4,7.0,1,0,0,0,0,1,0,338.0
-22.98187,-43.19477,3,1.0,1,0,0,1,0,0,0,671.0
-22.96469,-43.18502,2,1.0,1,0,0,0,0,1,0,563.0
-22.97887,-43.47204,2,1.0,1,0,0,0,0,1,0,1210.0
-22.96938,-43.39258,4,2.0,1,1,0,0,0,1,0,190.0
-22.90652,-43.1738,4,3.0,1,0,0,1,0,0,0,860.0
-22.928188766867518,-43.17486063764952,4,3.0,1,1,0,1,0,0,0,320.0
-22.98466,-43.19858,6,3.0,2,0,0,1,0,0,0,978.0
-22.98382,-43.2164,5,5.0,2,0,0,1,0,0,0,883.0
-22.97682,-43.19017,2,1.0,1,0,0,0,0,1,0,475.0
-22.98621,-43.2111,4,2.0,2,0,0,1,0,0,0,1542.0
-22.9817,-43.22583,5,5.0,2,0,0,1,0,0,0,1400.0
-22.9686,-43.18663,4,3.0,3,0,0,1,0,0,0,1200.0
-22.982867753884385,-43.18973736946701,6,3.0,3,0,0,1,0,0,0,12500.0
-22.98608,-43.22578,7,5.0,3,0,0,1,0,0,0,3200.0
-23.00761,-43.33388,5,2.0,3,0,0,1,0,0,0,700.0
-22.87886,-43.33619,2,3.0,1,0,1,0,0,1,0,88.0
-22.96132,-43.17033,2,2.0,2,0,0,1,0,0,0,620.0
-22.96819,-43.18118,5,5.0,1,0,1,0,0,1,0,1821.0
-22.98667,-43.22335,5,3.0,1,1,0,1,0,0,0,1329.0
-23.00818,-43.28796,10,5.0,8,0,0,1,0,0,0,24750.0
-22.99897,-43.27582,8,4.0,5,0,0,1,0,0,0,45517.0
-22.98195,-43.19015,2,1.0,2,0,0,1,0,0,0,978.0
-22.91757,-43.18209,4,4.0,1,0,0,1,0,0,0,391.0
-22.97081,-43.39032,6,1.0,2,0,0,1,0,0,0,800.0
-22.98552,-43.19066,2,2.0,1,0,0,1,0,0,0,729.0
-22.90023,-43.28867,2,2.0,2,0,0,0,0,1,0,175.0
-23.00248,-43.42478,5,2.0,2,1,0,1,0,0,0,1200.0
-22.98456,-43.19518,2,1.0,1,0,0,1,0,0,0,550.0
-22.90029,-43.28794,1,1.0,2,0,0,0,0,1,0,175.0
-22.974445,-43.187664,2,1.0,2,0,2,0,0,1,0,400.0
-22.9466,-43.33234,2,1.0,1,0,0,0,0,1,0,253.0
-22.98708,-43.19495,3,3.0,1,0,0,1,0,0,0,153.0
-22.98169,-43.22397,4,1.0,2,0,0,1,0,0,0,957.0
-22.94804,-43.18663,2,2.0,1,0,1,0,0,1,0,221.0
-22.98777,-43.34865,6,5.0,3,1,0,1,0,0,0,2000.0
-22.96903,-43.18365,6,3.0,3,0,0,1,0,0,0,1701.0
-22.95008,-43.17788,2,1.0,2,0,0,1,0,0,0,507.0
-22.98226,-43.191,2,3.0,1,0,1,0,0,1,0,145.0
-22.98323,-43.22163,4,1.0,1,0,0,1,0,0,0,619.0
-22.96761,-43.18396,2,1.0,1,0,0,1,0,0,0,340.0
-22.97157,-43.38914,6,6.0,3,0,0,1,0,0,0,1447.0
-22.96552,-43.40007,4,2.0,1,0,0,1,0,0,0,1200.0
-22.99074,-43.50209,10,8.0,5,0,0,1,0,0,0,9720.0
-22.92662,-43.1791,2,1.0,2,0,0,1,0,0,0,250.0
-22.961687,-43.166264,8,3.0,2,0,0,1,0,0,0,1729.0
-22.9103,-43.17382,4,1.0,2,0,0,1,0,0,0,266.0
-23.00296,-43.32783,2,1.0,1,0,0,1,0,0,0,840.0
-22.91054,-43.17261,5,3.0,1,0,0,1,0,0,0,534.0
-22.98537,-43.21421,6,6.0,2,0,0,1,0,0,0,1814.0
-22.97680063166145,-43.190487921237946,6,3.0,1,1,0,1,0,0,0,1000.0
-22.94802,-43.18695,2,2.0,1,0,0,0,0,1,0,299.0
-22.9281,-43.22931,4,2.0,2,0,0,1,0,0,0,104.0
-23.00175,-43.43054,5,3.0,2,0,0,1,0,0,0,1000.0
-22.93207,-43.24157,2,2.0,1,0,0,0,0,1,0,281.0
-22.977007415113903,-43.18950423248338,5,3.0,1,0,0,1,0,0,0,1148.0
-22.98211,-43.18945,4,4.0,1,0,0,1,0,0,0,1367.0
-23.02114,-43.47971,2,2.0,2,0,0,1,0,0,0,178.0
-22.95108,-43.18612,2,1.0,1,0,1,0,0,1,0,497.0
-22.98454,-43.2001,4,3.0,2,0,0,1,0,0,0,1078.0
-22.97635,-43.18928,6,3.0,2,0,0,1,0,0,0,6579.0
-23.01516,-43.30705,4,2.0,1,0,0,1,0,0,0,536.0
-23.01245,-43.32221,4,2.0,1,0,0,1,0,0,0,629.0
-23.03045,-43.47582,4,1.0,1,0,0,1,0,0,0,1250.0
-23.00904,-43.34278,2,2.0,1,1,2,0,0,1,0,181.0
-22.97814,-43.19019,4,1.0,1,0,0,1,0,0,0,400.0
-22.96805,-43.18593,6,2.0,2,0,0,1,0,0,0,350.0
-22.9354,-43.1775,3,1.0,1,0,0,1,0,0,0,177.0
-23.002541,-43.424976,6,3.0,2,0,0,1,0,0,0,913.0
-22.96591,-43.18929,3,2.0,1,0,0,1,0,0,0,583.0
-22.97054,-43.39891,8,5.0,2,0,0,1,0,0,0,929.0
-22.96432,-43.1732,4,2.0,1,0,0,1,0,0,0,962.0
-22.984905,-43.213436,6,3.0,2,0,0,1,0,0,0,2414.0
-22.97051,-43.18859,11,7.0,3,0,0,1,0,0,0,2430.0
-23.0023,-43.39175,6,3.0,3,0,0,1,0,0,0,6071.0
-22.94396,-43.18242,4,2.0,1,0,0,1,0,0,0,1057.0
-22.964436,-43.17601,5,3.0,1,0,0,0,0,1,0,690.0
-22.92139,-43.1847,4,2.0,1,0,0,1,0,0,0,590.0
-22.96992,-43.19134,10,6.0,3,0,0,1,0,0,0,1943.0
-23.03142,-43.47688,2,1.0,1,0,0,1,0,0,0,576.0
-22.91536,-43.18699,2,2.0,1,0,1,0,0,1,0,244.0
-22.96948,-43.18689,3,2.0,1,0,0,1,0,0,0,738.0
-22.982566070126328,-43.30587713933005,5,3.0,1,0,0,1,0,0,0,299.0
-22.9759086,-43.1888783,2,1.0,1,0,0,0,0,1,0,444.0
-22.98501,-43.19619,3,1.0,1,0,0,1,0,0,0,799.0
-22.980888,-43.198994,4,2.0,2,0,0,1,0,0,0,950.0
-23.01185,-43.32151,4,2.0,1,0,0,1,0,0,0,800.0
-22.94432,-43.18251,7,4.0,3,1,0,1,0,0,0,2016.0
-22.90999,-43.18489,3,2.0,1,1,0,0,0,1,0,300.0
-22.98491,-43.19586,3,2.0,1,0,0,1,0,0,0,900.0
-22.97697,-43.19277,4,2.0,2,0,0,1,0,0,0,900.0
-22.98481,-43.19781,4,1.0,1,1,0,1,0,0,0,890.0
-22.96417,-43.1711,4,2.0,2,0,0,1,0,0,0,400.0
-22.97882,-43.18842,5,4.0,1,0,0,1,0,0,0,286.0
-22.9872,-43.19219,4,2.0,1,1,0,1,0,0,0,857.0
-22.9819,-43.19804,5,3.0,2,0,0,1,0,0,0,1344.0
-22.99521,-43.23843,2,1.0,1,0,0,1,0,0,0,122.0
-22.96388,-43.17618,6,4.0,1,0,0,1,0,0,0,1126.0
-23.00908,-43.32841,4,3.0,3,0,0,1,0,0,0,1400.0
-22.92170524597168,-43.17794799804688,12,10.0,1,0,0,1,0,0,0,749.0
-22.98359,-43.19821,5,3.0,1,0,0,1,0,0,0,534.0
-22.92456,-43.19097,6,4.0,1,0,0,1,0,0,0,914.0
-22.92649,-43.24594,1,1.0,2,0,0,0,0,1,0,400.0
-23.0237,-43.48183,2,1.0,1,0,0,1,0,0,0,180.0
-23.0094,-43.36341,6,5.0,1,0,0,1,0,0,0,1214.0
-22.96264,-43.17914,6,2.0,2,0,0,1,0,0,0,800.0
-22.91592,-43.1776,1,1.0,1,0,1,0,0,0,1,120.0
-22.94113,-43.19229,3,2.0,1,1,0,1,0,0,0,929.0
-22.98353,-43.30296,10,5.0,6,1,0,1,0,0,0,5200.0
-22.99436,-43.2549,6,3.0,2,0,0,1,0,0,0,1071.0
-22.98192,-43.20272,6,6.0,2,1,0,1,0,0,0,790.0
-22.94958,-43.18624,3,2.0,1,0,0,1,0,0,0,308.0
-22.96615,-43.17929,6,4.0,2,0,0,1,0,0,0,1000.0
-23.01042,-43.28727,12,9.0,5,0,0,1,0,0,0,5000.0
-22.98165,-43.18942,4,3.0,1,0,0,1,0,0,0,1301.0
-22.98205,-43.19039,3,4.0,2,0,0,1,0,0,0,600.0
-22.97682,-43.19004,6,2.0,2,0,0,1,0,0,0,907.0
-22.98216,-43.22421,4,2.0,2,0,0,1,0,0,0,550.0
-22.97831,-43.19083,7,4.0,2,0,0,1,0,0,0,1371.0
-22.98519,-43.30641,10,10.0,4,1,0,1,0,0,0,8000.0
-22.92862,-43.18345,4,4.0,1,0,1,0,0,1,0,600.0
-22.98162,-43.21664,2,1.0,1,0,0,1,0,0,0,579.0
-22.978063583374023,-43.19013595581055,4,6.0,2,0,0,1,0,0,0,1857.0
-22.98148,-43.19265,3,1.0,1,0,0,1,0,0,0,552.0
-22.92986,-43.18947,3,2.0,1,0,0,1,0,0,0,150.0
-23.00837,-43.34904,6,4.0,2,0,0,1,0,0,0,1457.0
-22.9695,-43.18944,5,3.0,2,0,0,1,0,0,0,1600.0
-22.98416,-43.19806,6,3.0,3,0,0,1,0,0,0,1500.0
-22.9836,-43.19942,4,2.0,1,1,0,1,0,0,0,1386.0
-22.92799,-43.18274,4,2.0,1,0,0,1,0,0,0,586.0
-22.98601,-43.20224,5,3.0,2,0,0,1,0,0,0,1609.0
-22.97221,-43.19053,2,2.0,2,0,2,0,0,1,0,400.0
-22.98064,-43.22409,2,1.0,1,0,0,1,0,0,0,399.0
-22.96188,-43.17635,1,2.0,2,0,2,0,0,1,0,112.0
-22.96522,-43.17622,5,1.0,2,0,0,1,0,0,0,929.0
-22.97833,-43.22536,6,4.0,4,1,0,1,0,0,0,2686.0
-22.96267,-43.40234,1,1.0,1,0,1,0,0,1,0,69157.0
-22.97482,-43.19221,4,2.0,1,0,0,1,0,0,0,390.0
-22.98557,-43.19693,3,1.0,1,0,0,1,0,0,0,500.0
-22.99075,-43.25879,1,1.0,1,0,0,0,0,1,0,116.0
-22.969431,-43.18359,4,3.0,1,0,0,1,0,0,0,763.0
-22.98076,-43.19241,4,2.0,1,0,0,1,0,0,0,378.0
-22.97845,-43.41542,4,3.0,2,0,0,1,0,0,0,259.0
-22.9695,-43.38344,4,2.0,2,0,0,1,0,0,0,323.0
-22.98535,-43.21032,2,1.0,1,0,0,1,0,0,0,483.0
-22.98413,-43.22941,3,2.0,1,0,0,1,0,0,0,814.0
-22.94236,-43.20155,2,2.0,1,0,0,1,0,0,0,144.0
-22.96717,-43.17918,4,2.0,2,0,0,1,0,0,0,564.0
-22.96782,-43.18136,6,5.0,1,0,0,1,0,0,0,1357.0
-22.93983,-43.19881,7,7.0,3,1,0,1,0,0,0,2000.0
-22.98673,-43.20019,4,3.0,1,1,0,1,0,0,0,1588.0
-22.97649,-43.19285,4,1.0,1,0,0,1,0,0,0,864.0
-22.96618,-43.18084,4,3.0,1,0,0,1,0,0,0,726.0
-22.92637,-43.18202,4,2.0,1,1,2,0,0,1,0,539.0
-22.98393,-43.2333,4,2.0,1,0,0,1,0,0,0,700.0
-22.91953,-43.21206,2,2.0,1,1,2,0,0,1,0,180.0
-22.93918,-43.17687,3,3.0,1,1,0,1,0,0,0,112.0
-22.94589,-43.18169,4,3.0,1,0,0,1,0,0,0,729.0
-23.01449,-43.29271,10,8.0,6,0,0,1,0,0,0,6000.0
-22.97689,-43.19054,2,1.0,1,1,2,0,0,1,0,210.0
-22.96656,-43.18304,2,1.0,2,0,2,0,0,1,0,657.0
-22.98488,-43.22459,8,6.0,4,0,0,1,0,0,0,4071.0
-22.91672,-43.17891,2,1.0,1,0,0,1,0,0,0,514.0
-22.90605,-43.5812,2,1.0,1,0,0,0,0,1,0,197.0
-22.89817,-43.25613,5,3.0,2,0,0,1,0,0,0,140.0
-22.98246,-43.19806,2,2.0,3,0,0,1,0,0,0,1600.0
-22.97444,-43.19227,2,1.0,1,0,0,1,0,0,0,550.0
-22.96751,-43.39219,3,2.0,2,0,0,1,0,0,0,600.0
-22.91295,-43.18608,2,1.0,1,0,0,1,0,0,0,150.0
-22.99271,-43.25887,1,1.0,1,0,0,0,0,1,0,123.0
-22.952624887310822,-43.35555295209614,4,2.0,1,0,0,1,0,0,0,330.0
-23.01203,-43.32352,4,4.0,1,0,0,1,0,0,0,629.0
-22.96715,-43.181,2,1.0,1,0,0,1,0,0,0,717.0
-22.98341,-43.21613,5,5.0,1,1,0,1,0,0,0,1005.0
-22.95048,-43.18489,2,1.0,1,0,0,1,0,0,0,493.0
-22.90407,-43.24617,2,2.0,1,0,1,0,0,1,0,250.0
-22.99041,-43.3922,6,5.0,7,0,0,0,0,1,0,2893.0
-22.96934,-43.38623,2,2.0,1,0,0,0,0,1,0,550.0
-23.00178,-43.39737,12,8.0,7,0,0,1,0,0,0,600.0
-22.96407,-43.17676,4,3.0,2,0,0,1,0,0,0,686.0
-22.95028,-43.38279,3,3.0,1,0,0,0,0,1,0,521.0
-23.02109,-43.46007,6,6.0,2,1,0,1,0,0,0,750.0
-22.96854,-43.38307,2,1.0,1,0,0,1,0,0,0,243.0
-22.971826824188817,-43.38886995812116,2,1.0,1,0,0,0,0,1,0,230.0
-22.96852,-43.38434,2,1.0,1,0,0,0,0,1,0,162.0
-22.97257,-43.18941,4,2.0,2,0,0,1,0,0,0,1000.0
-22.97067,-43.19139,4,2.0,1,0,0,1,0,0,0,659.0
-22.98441,-43.1969,2,1.0,1,0,0,1,0,0,0,800.0
-22.97032,-43.18164,14,9.0,6,0,0,1,0,0,0,6696.0
-22.9307,-43.17605,6,4.0,2,0,0,1,0,0,0,500.0
-22.87239,-43.27556,3,3.0,1,0,0,0,0,1,0,250.0
-22.97311,-43.18836,4,6.0,1,0,0,1,0,0,0,163.0
-22.98529,-43.20651,6,2.0,2,0,0,1,0,0,0,1500.0
-22.97377,-43.22766,7,3.0,1,0,0,1,0,0,0,729.0
-22.98445,-43.1912,6,5.0,2,0,0,1,0,0,0,729.0
-22.9829,-43.22235,4,3.0,1,1,0,1,0,0,0,1136.0
-22.96149,-43.17251,2,1.0,1,0,0,1,0,0,0,280.0
-23.01231,-43.31703,2,3.0,1,0,0,1,0,0,0,264.0
-23.00315,-43.32629,3,2.0,1,0,0,0,0,1,0,998.0
-22.96628,-43.17866,4,3.0,1,0,0,1,0,0,0,199.0
-22.96338,-43.17107,4,4.0,2,0,0,1,0,0,0,307.0
-22.92084,-43.21605,2,1.0,1,1,0,0,0,1,0,75.0
-22.98096,-43.22202,1,1.0,1,0,0,0,0,1,0,149.0
-22.98451,-43.19001,6,6.0,1,0,0,1,0,0,0,1500.0
-22.94977,-43.1823,4,2.0,2,0,0,1,0,0,0,921.0
-23.01452,-43.4587,6,4.0,2,0,0,1,0,0,0,1500.0
-22.97097,-43.18735,2,1.0,1,0,0,0,0,1,0,61.0
-22.96467,-43.17729,9,9.0,2,0,0,1,0,0,0,1300.0
-22.98533,-43.212,4,2.0,2,0,0,1,0,0,0,930.0
-22.9876,-43.19556,6,3.0,1,0,0,1,0,0,0,825.0
-22.97601,-43.18818,6,3.0,2,0,0,1,0,0,0,7543.0
-23.01458,-43.29163,14,8.0,8,0,0,1,0,0,0,5000.0
-22.96617,-43.17725,10,7.0,2,1,0,1,0,0,0,3257.0
-22.9605,-43.17479,4,1.0,1,0,0,1,0,0,0,986.0
-22.97858,-43.41736,6,4.0,2,0,0,1,0,0,0,400.0
-23.00426,-43.30804,3,1.0,1,0,0,0,0,1,0,446.0
-23.01636,-43.45538,5,3.0,2,0,0,1,0,0,0,617.0
-22.927,-43.17124,6,4.0,2,0,0,1,0,0,0,700.0
-23.00975,-43.3607,4,2.0,1,0,0,1,0,0,0,368.0
-22.9624568,-43.1695228,2,1.0,1,0,0,1,0,0,0,208.0
-22.9156,-43.1875,2,1.0,1,0,0,1,0,0,0,108.0
-23.00161,-43.39209,5,5.0,2,0,0,1,0,0,0,800.0
-22.91301,-43.24591,2,1.0,1,0,0,0,0,1,0,643.0
-22.96945,-43.39453,6,3.0,2,0,0,1,0,0,0,1099.0
-22.96333,-43.17733,9,3.0,3,1,0,1,0,0,0,1507.0
-22.97682,-43.19004,6,3.0,3,0,0,1,0,0,0,521.0
-22.94819,-43.18386,4,1.0,1,0,0,1,0,0,0,608.0
-22.98457,-43.2252,9,3.0,3,0,0,1,0,0,0,2714.0
-22.98472,-43.20946,2,1.0,1,0,0,1,0,0,0,440.0
-22.96609,-43.18596,2,1.0,1,0,0,1,0,0,0,473.0
-22.98363,-43.2226,2,2.0,2,0,0,1,0,0,0,269.0
-22.96142,-43.17598,2,1.0,2,0,0,0,0,1,0,400.0
-23.0186,-43.46846,6,4.0,2,0,0,1,0,0,0,1490.0
-23.00873,-43.47598,1,1.0,2,0,2,0,0,1,0,100.0
-22.91415,-43.18236,4,1.0,1,0,0,1,0,0,0,350.0
-22.96181,-43.17441,4,3.0,1,0,0,1,0,0,0,729.0
-23.00197,-43.34647,4,3.0,3,0,0,1,0,0,0,1118.0
-22.98575,-43.19063,2,1.0,2,0,0,1,0,0,0,1215.0
-22.97899,-43.19105,8,6.0,3,0,0,1,0,0,0,3055.0
-22.98331,-43.21699,4,3.0,1,0,0,1,0,0,0,1114.0
-22.97084,-43.18635,10,6.0,3,0,0,1,0,0,0,2985.0
-22.985517,-43.217482,4,2.0,1,0,0,1,0,0,0,1003.0
-23.02105,-43.468,2,1.0,1,0,0,0,0,1,0,260.0
-22.9896,-43.30774,2,1.0,1,0,0,1,0,0,0,240.0
-22.9849,-43.21429,2,1.0,1,0,0,1,0,0,0,728.0
-22.98479,-43.19683,4,3.0,2,0,0,1,0,0,0,636.0
-22.98492,-43.18894,5,3.0,2,0,0,1,0,0,0,1500.0
-22.97819,-43.18913,5,4.0,1,1,0,1,0,0,0,784.0
-22.98116683959961,-43.2000846862793,6,3.0,2,0,0,1,0,0,0,1328.0
-22.96366,-43.18349,4,3.0,3,0,0,1,0,0,0,900.0
-22.92316,-43.17472,2,1.0,1,0,0,1,0,0,0,100.0
-23.00896,-43.37024,2,1.0,1,0,0,1,0,0,0,349.0
-22.96325,-43.17543,4,4.0,2,0,0,1,0,0,0,629.0
-22.98444,-43.19052,10,8.0,2,0,0,1,0,0,0,186.0
-22.84678,-43.34852,7,1.0,4,1,0,1,0,0,0,1000.0
-22.97599,-43.19029,2,1.0,1,0,0,1,0,0,0,929.0
-22.97577,-43.19946,4,3.0,2,0,0,1,0,0,0,1036.0
-22.92036,-43.26042,1,11.0,1,0,1,0,0,0,1,35.0
-22.82331,-43.33114,6,3.0,1,0,1,0,0,1,0,250.0
-22.90004,-43.27052,5,3.0,2,0,0,1,0,0,0,231.0
-23.0107,-43.31286,2,1.0,1,0,0,1,0,0,0,450.0
-23.00157,-43.30894,2,1.0,1,0,0,0,0,1,0,399.0
-22.94821,-43.38566,6,5.0,0,0,0,0,0,0,1,206.0
-22.9688,-43.35557,2,1.0,1,0,0,1,0,0,0,140.0
-22.98356,-43.19843,2,2.0,1,0,0,1,0,0,0,1200.0
-22.98206,-43.21109,6,5.0,2,1,0,1,0,0,0,736.0
-22.98036,-43.20297,4,2.0,1,0,0,1,0,0,0,1286.0
-22.93535,-43.18275,6,5.0,2,0,0,1,0,0,0,879.0
-23.00216,-43.42744,4,3.0,2,0,0,1,0,0,0,857.0
-22.97343,-43.19042,4,3.0,1,1,0,1,0,0,0,1200.0
-22.97217,-43.18613,4,2.0,2,0,0,1,0,0,0,914.0
-22.96172,-43.20588,1,1.0,3,0,0,0,0,1,0,1205.0
-22.92565,-43.17802,3,2.0,1,0,0,1,0,0,0,223.0
-22.98668,-43.23008,4,3.0,2,1,0,1,0,0,0,1712.0
-22.96974,-43.18395,2,1.0,1,0,0,1,0,0,0,600.0
-22.9191,-43.18001,6,2.0,4,0,0,1,0,0,0,1068.0
-23.01083,-43.34164,3,1.0,1,0,0,1,0,0,0,1000.0
-23.00431,-43.33998,4,2.0,1,0,0,1,0,0,0,743.0
-22.96495,-43.17819,2,1.0,1,0,0,0,0,1,0,500.0
-22.96622,-43.38517,6,5.0,3,0,0,1,0,0,0,1345.0
-22.96397,-43.17518,4,3.0,1,0,0,1,0,0,0,464.0
-22.97122,-43.18531,5,3.0,1,0,0,1,0,0,0,1527.0
-23.00644,-43.39074,4,2.0,2,0,0,1,0,0,0,800.0
-22.98649,-43.1939,7,3.0,2,0,0,1,0,0,0,1229.0
-22.98298,-43.19421,11,6.0,3,0,0,1,0,0,0,1500.0
-23.01047777032385,-43.35870833178148,2,1.0,1,0,0,1,0,0,0,210.0
-22.92565,-43.17898,4,1.0,1,0,0,1,0,0,0,99.0
-22.97195,-43.18632,2,1.0,1,0,0,0,0,1,0,399.0
-23.01077,-43.3,6,6.0,2,1,0,1,0,0,0,1857.0
-22.974031448364254,-43.23027801513672,4,2.0,2,0,0,1,0,0,0,1500.0
-22.9816,-43.194214,3,2.0,1,0,0,1,0,0,0,700.0
-22.92312,-43.18951,5,5.0,1,0,0,0,0,1,0,420.0
-22.93992,-43.19745,2,1.0,1,0,0,0,0,1,0,227.0
-22.98174,-43.20802,4,2.0,2,0,0,1,0,0,0,2000.0
-22.98988,-43.43497,3,1.0,2,0,2,0,0,1,0,199.0
-22.9834,-43.19301,1,1.0,1,0,1,0,0,1,0,386.0
-22.98357,-43.55729,2,1.0,1,0,0,1,0,0,0,1000.0
-22.93692,-43.17986,4,3.0,2,0,0,1,0,0,0,840.0
-22.97083,-43.39177,5,3.0,2,0,0,1,0,0,0,1000.0
-22.97489,-43.19044,1,1.0,1,0,1,0,0,1,0,403.0
-22.96792,-43.4121,4,2.0,1,0,0,1,0,0,0,579.0
-22.9805,-43.1908,12,10.0,2,0,0,1,0,0,0,2200.0
-22.98016,-43.22522,3,2.0,1,0,0,0,0,1,0,964.0
-22.9607,-43.17895,6,3.0,2,0,0,1,0,0,0,529.0
-23.00494,-43.3245,4,3.0,3,0,0,1,0,0,0,1332.0
-22.98118,-43.22379,1,1.0,1,0,1,0,0,1,0,500.0
-22.91981,-43.18867,4,2.0,1,1,0,1,0,0,0,343.0
-22.98431,-43.21015,5,4.0,2,0,0,1,0,0,0,1800.0
-23.0153,-43.30848,4,2.0,1,0,0,1,0,0,0,1180.0
-23.03047,-43.47532,5,3.0,2,0,0,1,0,0,0,1570.0
-22.98135,-43.22085,5,4.0,2,0,0,1,0,0,0,1366.0
-22.96392,-43.17114,4,2.0,1,0,0,1,0,0,0,220.0
-22.98621,-43.19709,7,4.0,3,0,0,1,0,0,0,4400.0
-22.97846,-43.1906,3,2.0,1,0,0,1,0,0,0,886.0
-22.97107,-43.18706,4,2.0,1,0,0,1,0,0,0,642.0
-22.9772,-43.18984,7,7.0,1,0,0,1,0,0,0,957.0
-22.98288,-43.2096,4,3.0,2,0,0,1,0,0,0,1800.0
-22.97057,-43.1819,2,1.0,1,0,0,0,0,1,0,900.0
-23.01192,-43.43661,10,5.0,5,1,0,1,0,0,0,500.0
-23.02815,-43.48662,3,2.0,1,0,0,0,0,1,0,301.0
-22.98319,-43.20314,2,2.0,1,0,0,1,0,0,0,1100.0
-22.96809,-43.18488,3,1.0,1,0,0,1,0,0,0,448.0
-22.92302,-43.17455,2,1.0,1,0,0,0,0,1,0,489.0
-22.9724,-43.18868,4,2.0,1,0,0,1,0,0,0,829.0
-22.96525,-43.19089,4,2.0,1,1,0,1,0,0,0,943.0
-22.9719,-43.18613,2,1.0,1,0,1,0,0,1,0,183.0
-22.8002,-43.19261,4,5.0,2,0,0,1,0,0,0,190.0
-22.98759,-43.22539,3,1.0,1,1,0,1,0,0,0,636.0
-22.97019,-43.19077,2,1.0,1,0,0,0,0,1,0,234.0
-22.98615,-43.1899,4,2.0,1,0,0,1,0,0,0,401.0
-22.97925,-43.19097,3,3.0,1,0,0,1,0,0,0,603.0
-22.98589,-43.22195,2,1.0,1,0,0,0,0,1,0,829.0
-23.0109,-43.32113,4,2.0,1,0,0,1,0,0,0,984.0
-22.962128037195377,-43.16937093483813,4,2.0,1,1,0,1,0,0,0,836.0
-22.96415,-43.17766,2,2.0,1,0,0,1,0,0,0,379.0
-22.9762,-43.18681,4,2.0,0,0,0,1,0,0,0,450.0
-22.96147,-43.17724,2,1.0,1,0,0,1,0,0,0,300.0
-22.95212,-43.18926,6,3.0,2,1,0,1,0,0,0,454.0
-23.02588,-43.50668,10,3.0,2,1,0,1,0,0,0,1629.0
-22.98091,-43.19497,6,2.0,1,0,0,1,0,0,0,1109.0
-22.96463,-43.17488,2,2.0,1,0,0,1,0,0,0,903.0
-22.90773,-43.57929,2,1.0,1,0,0,0,0,1,0,250.0
-22.98024,-43.22037,2,1.0,1,0,0,0,0,1,0,600.0
-22.98674,-43.18808,5,3.0,2,1,0,1,0,0,0,2571.0
-22.966,-43.18306,4,3.0,1,1,0,1,0,0,0,1534.0
-22.98601,-43.19575,4,2.0,1,0,0,1,0,0,0,418.0
-22.98289,-43.2111,2,1.0,1,0,0,1,0,0,0,900.0
-22.91573,-43.18465,15,10.0,6,0,0,1,0,0,0,5057.0
-22.964006423950195,-43.17891693115234,2,1.0,1,0,0,1,0,0,0,647.0
-22.98209,-43.19385,5,3.0,1,0,0,1,0,0,0,5000.0
-22.9704,-43.18627,8,5.0,3,0,3,0,0,1,0,1146.0
-22.96981,-43.38299,6,3.0,3,1,0,1,0,0,0,986.0
-22.97145,-43.18811,2,5.0,3,0,0,0,0,1,0,287.0
-22.9627,-43.17868,9,9.0,2,0,0,1,0,0,0,1014.0
-23.01184,-43.28897,6,3.0,3,1,0,1,0,0,0,7000.0
-22.98366,-43.19753,2,1.0,1,0,0,1,0,0,0,440.0
-22.99229,-43.25551,2,1.0,1,1,2,0,0,1,0,250.0
-22.98433,-43.21103,2,1.0,1,0,0,1,0,0,0,900.0
-22.98353,-43.203,4,2.0,2,0,0,1,0,0,0,1500.0
-23.03124,-43.47423,5,3.0,3,0,0,1,0,0,0,350.0
-22.98618,-43.18916,2,1.0,1,0,0,1,0,0,0,1329.0
-22.96629,-43.17618,4,2.0,1,1,0,1,0,0,0,267.0
-22.97851,-43.22763,4,2.0,2,0,0,1,0,0,0,926.0
-22.98504,-43.19213,4,2.0,1,0,0,1,0,0,0,329.0
-22.9314,-43.34873,2,1.0,1,0,0,0,0,1,0,314.0
-22.98322,-43.22359,3,1.0,2,0,0,1,0,0,0,600.0
