,id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
1757,2913663,14,6,0,2017-06-29,2023-11-25,4.93,5.0,5.0,4.93,5.0,4.93,4.71,0.18
1758,2978880,21,13,0,2021-11-15,2023-11-19,4.73,4.86,4.86,4.95,4.95,4.91,4.55,0.81
1759,2978932,0,0,0,,,,,,,,,,
1760,2916078,0,0,0,,,,,,,,,,
1761,2856527,0,0,0,,,,,,,,,,
1762,2978934,10,1,0,2014-06-23,2023-01-04,4.6,4.6,4.6,4.8,4.9,4.9,4.4,0.09
1763,2857207,0,0,0,,,,,,,,,,
1764,2978962,76,0,0,2015-10-12,2019-10-10,4.61,4.86,4.56,4.88,4.89,4.92,4.65,0.76
1765,2917050,0,0,0,,,,,,,,,,
1766,2979386,18,18,1,2023-07-09,2023-12-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.09
1767,2857317,3,1,0,2014-07-03,2023-04-11,4.67,4.67,5.0,5.0,5.0,4.67,4.67,0.03
1768,2858177,3,2,0,2019-01-02,2023-02-23,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.05
1769,2858298,0,0,0,,,,,,,,,,
1770,2979781,19,1,0,2016-04-24,2023-11-26,5.0,4.89,5.0,5.0,5.0,5.0,4.83,0.2
1771,2858519,37,6,0,2018-01-24,2023-11-14,4.38,4.51,4.16,4.81,4.59,4.89,4.08,0.51
1772,2917743,34,11,0,2015-02-19,2023-11-21,4.94,4.88,4.94,4.97,4.91,4.97,4.85,0.32
1773,2979810,5,1,1,2014-06-20,2023-12-23,5.0,4.75,4.75,5.0,5.0,5.0,5.0,0.04
1774,2980032,33,6,0,2016-09-28,2023-11-22,4.94,4.94,4.97,5.0,4.94,4.91,4.76,0.37
1775,2924029,13,4,0,2016-08-15,2023-06-04,4.77,4.92,5.0,4.92,4.92,4.77,4.38,0.14
1776,2924321,4,2,0,2016-02-10,2023-02-22,5.0,4.75,5.0,5.0,5.0,5.0,4.5,0.04
1777,2861128,78,30,0,2016-08-12,2023-11-14,4.81,4.79,4.88,4.86,4.78,4.94,4.72,0.87
1778,2980167,1,0,0,2022-09-11,2022-09-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
1779,2980400,46,11,0,2016-08-13,2023-10-14,4.67,4.7,4.87,4.8,4.72,4.28,4.5,0.51
1780,2861214,88,27,1,2019-02-04,2023-11-30,4.78,4.91,4.72,4.98,4.93,4.98,4.75,1.47
1781,2862733,7,0,0,2014-09-26,2018-09-15,4.57,5.0,4.86,4.71,4.86,4.86,5.0,0.06
1782,2863155,40,1,0,2015-05-11,2023-11-19,4.9,4.95,4.88,4.93,4.98,4.9,4.85,0.38
1783,2925790,21,1,0,2014-07-03,2023-02-23,4.38,4.38,3.67,4.86,4.9,4.71,4.48,0.18
1784,2927227,6,0,0,2014-06-23,2020-02-26,4.83,5.0,5.0,5.0,5.0,5.0,4.83,0.05
1785,2982065,2,0,0,2014-07-17,2015-09-29,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.02
1786,2930312,0,0,0,,,,,,,,,,
1787,2930462,1,0,0,2014-07-16,2014-07-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
1788,2863521,110,13,2,2014-11-11,2023-12-18,4.94,4.94,4.97,4.98,4.95,4.99,4.85,0.99
1789,2983922,36,22,1,2014-07-15,2023-12-11,4.92,4.92,4.89,4.95,4.95,5.0,4.84,0.31
1790,2863729,38,11,1,2017-01-15,2023-12-19,4.74,4.76,4.71,4.89,4.97,4.95,4.58,0.45
1791,2930509,31,4,0,2014-07-16,2023-06-11,4.9,4.81,4.84,5.0,4.97,5.0,4.71,0.27
1792,2984575,0,0,0,,,,,,,,,,
1793,2933403,0,0,0,,,,,,,,,,
1794,2933539,24,0,0,2017-02-13,2018-01-31,4.79,4.75,4.88,4.88,4.71,5.0,4.71,0.29
1795,2865175,0,0,0,,,,,,,,,,
1796,2984779,157,37,1,2018-12-20,2023-12-02,4.99,4.99,4.98,5.0,4.99,4.93,4.9,2.57
1797,2934080,0,0,0,,,,,,,,,,
1798,2985633,76,11,0,2018-02-13,2023-06-12,4.92,4.91,4.8,4.95,4.97,4.92,4.8,1.06
1799,2934983,49,0,0,2014-06-09,2016-11-20,4.57,4.38,4.57,4.74,4.81,4.79,4.49,0.42
1800,2935726,0,0,0,,,,,,,,,,
1801,2866008,55,0,0,2015-02-26,2022-11-14,4.78,4.89,4.6,4.85,4.87,4.95,4.8,0.51
1802,2985945,0,0,0,,,,,,,,,,
1803,2986081,0,0,0,,,,,,,,,,
1804,2866828,45,21,0,2016-08-15,2023-11-20,4.93,4.91,4.84,4.98,4.93,4.96,4.93,0.5
1805,2867019,22,5,0,2014-06-26,2023-04-24,4.91,4.95,4.91,5.0,5.0,5.0,4.82,0.19
1806,2939483,123,10,2,2014-05-12,2023-12-11,4.6,4.67,4.53,4.89,4.82,4.93,4.61,1.05
1807,2986083,4,2,0,2018-02-14,2023-02-22,4.75,5.0,4.5,5.0,5.0,5.0,5.0,0.06
1808,2987024,7,2,0,2014-06-25,2023-04-25,4.57,4.83,4.33,4.83,4.83,5.0,4.57,0.06
1809,2940697,65,18,0,2020-12-25,2023-11-21,4.85,4.92,4.92,4.95,4.94,4.82,4.75,1.78
1810,2941937,10,2,0,2017-03-01,2023-11-06,4.8,4.9,4.6,5.0,5.0,5.0,5.0,0.12
1811,2867022,55,8,0,2014-06-21,2023-11-10,4.8,4.78,4.91,4.8,4.87,4.72,4.65,0.47
1812,2872911,39,11,0,2019-03-06,2023-11-20,4.93,4.98,4.83,4.95,4.9,5.0,4.9,0.66
1813,2987615,2,1,0,2022-09-11,2023-02-21,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.13
1814,2873287,70,37,1,2019-05-01,2023-12-06,4.39,4.44,4.37,4.77,4.7,4.92,4.31,1.23
1815,2873298,71,25,2,2014-06-22,2023-12-10,4.9,4.91,4.93,4.94,4.94,4.91,4.74,0.61
1816,2942332,290,21,0,2014-07-06,2023-11-19,4.89,4.87,4.95,4.97,4.99,4.99,4.84,2.51
1817,2942596,0,0,0,,,,,,,,,,
1818,2987621,6,0,0,2016-08-14,2018-03-05,4.83,4.67,5.0,5.0,4.67,4.5,5.0,0.07
1819,2987682,19,0,0,2015-01-23,2020-02-10,5.0,4.94,4.95,4.83,4.89,4.82,4.78,0.17
1820,2942644,3,0,0,2019-10-06,2022-09-12,5.0,4.67,5.0,5.0,5.0,5.0,4.67,0.06
1821,2988203,68,31,1,2017-09-26,2023-12-08,5.0,5.0,5.0,4.99,5.0,5.0,4.97,0.89
1822,2943007,12,3,1,2014-06-30,2023-12-20,4.58,4.58,4.75,4.75,4.83,4.5,4.33,0.1
1823,2943455,1,1,0,2023-11-18,2023-11-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.75
1824,2873314,42,3,0,2014-06-28,2023-11-20,4.79,4.81,4.5,4.86,4.91,4.88,4.77,0.36
1825,2988566,88,31,3,2014-11-24,2023-12-17,4.98,4.96,4.99,4.98,4.94,4.84,4.88,0.79
1826,2873610,18,3,0,2014-06-30,2023-11-20,4.89,4.89,4.89,4.89,5.0,4.89,4.61,0.16
1827,2988700,32,11,0,2014-06-21,2023-11-20,5.0,5.0,5.0,5.0,5.0,4.91,4.79,0.28
1828,2989390,115,25,0,2014-07-07,2023-11-22,4.87,4.94,4.97,4.9,4.93,4.93,4.83,1.0
1829,2875292,0,0,0,,,,,,,,,,
1830,2875317,1,1,0,2023-08-26,2023-08-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.24
1831,2943487,33,0,0,2014-06-20,2019-03-19,4.52,4.88,4.64,4.91,4.88,4.91,4.39,0.28
1832,2943609,11,3,0,2019-10-15,2023-08-02,4.73,4.73,5.0,5.0,4.91,5.0,4.18,0.21
1833,2991775,26,6,3,2014-06-21,2023-12-17,4.81,4.85,4.65,4.81,4.65,4.81,4.44,0.22
1834,2943985,42,1,0,2014-11-30,2023-06-11,4.83,4.95,4.81,4.95,4.93,4.93,4.95,0.38
1835,2945284,19,0,0,2014-06-28,2022-04-03,4.63,4.89,4.68,4.68,4.58,4.79,4.47,0.16
1836,2991944,2,2,0,2023-11-04,2023-11-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.09
1837,3016297,52,25,2,2020-01-02,2023-12-25,4.72,4.74,4.49,4.87,4.92,4.83,4.57,1.07
1838,2993875,16,2,0,2016-08-22,2023-05-11,4.75,4.75,4.5,4.88,5.0,5.0,4.88,0.18
1839,3016305,7,0,0,2015-01-04,2017-02-27,4.86,4.43,4.86,5.0,5.0,4.71,4.57,0.06
1840,3017128,43,11,0,2015-03-24,2023-05-31,4.91,4.91,4.7,4.98,4.95,4.98,4.79,0.4
1841,2946520,20,3,0,2014-06-28,2023-10-31,4.8,4.95,4.85,4.95,4.95,5.0,4.8,0.17
1842,2994379,1,0,0,2022-09-12,2022-09-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
1843,2947331,111,10,0,2014-06-21,2023-11-20,4.89,4.93,4.9,4.99,4.91,4.93,4.75,0.96
1844,3019194,0,0,0,,,,,,,,,,
1845,2994515,13,7,1,2015-06-18,2023-12-21,4.92,5.0,5.0,4.85,4.85,5.0,4.77,0.13
1846,3020345,0,0,0,,,,,,,,,,
1847,2995089,70,27,2,2020-01-26,2023-12-05,4.69,4.63,4.64,4.89,4.86,4.97,4.69,1.47
1848,3021244,0,0,0,,,,,,,,,,
1849,3021611,1,0,0,2018-07-29,2018-07-29,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.02
1850,2947840,0,0,0,,,,,,,,,,
1851,2996069,115,34,3,2015-02-19,2023-12-16,4.99,4.99,4.94,4.99,4.97,4.97,4.78,1.07
1852,2948249,3,3,0,2023-02-20,2023-11-20,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.29
1853,2948379,68,21,0,2015-01-05,2023-11-23,4.93,4.87,4.91,4.94,4.96,4.97,4.85,0.62
1854,2948815,43,2,0,2014-06-30,2023-09-10,4.44,4.62,4.49,4.91,4.88,5.0,4.47,0.37
1855,2949709,3,1,0,2018-01-01,2023-11-04,4.33,4.0,3.67,5.0,5.0,5.0,4.0,0.04
1856,3022607,89,0,0,2016-08-15,2022-04-24,4.8,4.82,4.91,4.9,4.97,4.92,4.66,0.99
1857,3023016,4,0,0,2015-09-28,2017-03-01,4.75,4.75,4.75,4.75,5.0,5.0,4.5,0.04
1858,3025409,0,0,0,,,,,,,,,,
1859,2996415,2,2,0,2023-11-05,2023-11-19,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1.15
1860,3025739,1,0,0,2015-02-18,2015-02-18,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.01
1861,2950011,30,12,2,2021-08-12,2023-12-18,4.87,4.97,5.0,5.0,5.0,5.0,4.9,1.04
1862,2950322,12,5,0,2018-10-17,2023-11-19,4.0,4.58,3.75,4.58,4.33,4.67,4.17,0.19
1863,2996652,46,7,1,2016-02-11,2023-12-04,4.79,4.89,4.62,4.94,4.94,4.96,4.64,0.48
1864,2950899,7,0,0,2014-06-23,2022-09-15,4.0,4.0,3.29,4.86,5.0,5.0,3.86,0.06
1865,2997637,36,9,0,2019-10-10,2023-08-20,4.97,4.94,5.0,5.0,4.94,5.0,4.78,0.7
1866,2950995,0,0,0,,,,,,,,,,
1867,3026731,0,0,0,,,,,,,,,,
1868,3027051,22,7,0,2016-08-22,2023-11-21,4.87,5.0,4.87,5.0,5.0,4.87,4.83,0.25
1869,2998063,82,19,0,2014-06-22,2023-11-19,4.79,4.9,4.93,4.9,4.89,4.88,4.74,0.71
1870,3027654,1,0,0,2015-01-13,2015-01-13,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.01
1871,3027794,0,0,0,,,,,,,,,,
1872,2998416,22,19,0,2022-10-09,2023-11-21,4.7,4.74,4.74,4.87,4.91,4.3,4.52,1.47
1873,3027810,61,0,0,2014-06-29,2020-03-01,4.7,4.84,4.93,4.92,4.85,4.95,4.69,0.53
1874,3000932,10,1,0,2016-08-18,2023-02-22,4.9,5.0,4.8,4.8,5.0,4.6,4.5,0.11
1875,3029789,37,30,2,2014-07-07,2023-12-17,4.97,4.95,4.97,5.0,4.97,4.97,4.89,0.32
1876,3081765,0,0,0,,,,,,,,,,
1877,3082217,2,2,1,2023-09-30,2023-11-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.68
1878,3001274,8,0,0,2015-09-21,2022-09-11,4.63,4.5,4.38,5.0,5.0,4.88,3.88,0.08
1879,3082819,0,0,0,,,,,,,,,,
1880,3083179,10,0,0,2014-12-29,2021-03-02,4.7,5.0,4.9,4.9,4.8,4.9,4.5,0.09
1881,3030007,22,8,1,2018-01-14,2023-11-26,4.64,4.55,4.64,4.86,4.95,4.95,4.59,0.3
1882,3001877,6,0,0,2014-06-19,2019-10-06,4.83,4.83,4.83,5.0,5.0,4.67,4.83,0.05
1883,3001952,4,0,0,2016-01-03,2018-01-03,4.5,4.5,5.0,5.0,5.0,5.0,5.0,0.04
1884,3030062,12,0,0,2016-02-10,2020-01-27,4.83,4.83,4.75,4.92,5.0,4.92,4.5,0.13
1885,3030333,8,0,0,2014-07-17,2017-01-02,4.75,5.0,4.63,5.0,5.0,4.63,4.63,0.07
1886,3031062,1,0,0,2018-02-05,2018-02-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
1887,3083921,17,0,0,2014-10-13,2019-05-20,5.0,5.0,5.0,5.0,5.0,5.0,4.82,0.15
1888,3089075,0,0,0,,,,,,,,,,
1889,3003612,0,0,0,,,,,,,,,,
1890,3004924,33,15,2,2014-06-27,2023-12-11,4.79,4.85,4.79,4.88,4.91,4.97,4.7,0.29
1891,3006105,30,5,0,2014-06-28,2023-10-24,4.73,4.63,4.23,4.89,4.93,4.5,4.5,0.26
1892,3089803,8,3,0,2016-09-20,2023-11-19,5.0,4.88,5.0,5.0,5.0,4.75,4.88,0.09
1893,3031067,0,0,0,,,,,,,,,,
1894,3031530,15,1,0,2015-08-16,2023-01-31,4.8,4.93,4.33,4.87,5.0,4.93,4.73,0.15
1895,3008827,2,0,0,2014-07-15,2016-01-05,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.02
1896,3009305,0,0,0,,,,,,,,,,
1897,3090072,2,0,0,2016-02-09,2019-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
1898,3009590,45,24,2,2021-11-02,2023-12-22,4.96,4.98,4.98,5.0,5.0,4.89,4.84,1.72
1899,3031684,3,0,0,2014-06-26,2020-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
1900,3009676,6,0,0,2019-12-14,2020-02-21,5.0,4.83,5.0,5.0,5.0,5.0,5.0,0.12
1901,3012365,0,0,0,,,,,,,,,,
1902,3031952,4,0,0,2015-09-22,2016-08-20,4.75,5.0,5.0,5.0,5.0,4.75,5.0,0.04
1903,3090332,100,25,1,2014-06-19,2023-12-13,4.71,4.8,4.57,4.87,4.86,4.85,4.69,0.86
1904,3012599,33,9,1,2020-01-13,2023-12-07,4.91,4.91,4.7,5.0,4.97,4.97,4.94,0.69
1905,3090429,44,9,5,2014-06-15,2023-12-23,4.68,4.68,4.93,4.9,4.81,4.81,4.6,0.38
1906,3032841,20,3,0,2014-07-14,2023-11-20,4.8,4.75,4.75,5.0,4.95,4.85,4.75,0.17
1907,3013235,0,0,0,,,,,,,,,,
1908,3032991,10,2,0,2018-01-01,2023-02-22,5.0,5.0,5.0,5.0,5.0,4.9,4.9,0.14
1909,3162369,47,3,0,2015-12-08,2023-08-10,4.91,4.91,4.91,4.98,4.96,5.0,4.87,0.48
1910,3090760,9,0,0,2019-01-02,2022-03-01,5.0,5.0,4.44,5.0,5.0,4.78,4.56,0.15
1911,3163095,89,21,0,2015-02-19,2023-11-19,4.93,4.94,4.93,4.91,4.94,4.87,4.81,0.82
1912,3092810,4,4,0,2023-01-02,2023-11-15,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0.33
1913,3163136,25,6,0,2015-01-05,2023-11-19,4.96,4.96,4.96,5.0,5.0,5.0,4.92,0.23
1914,3035275,0,0,0,,,,,,,,,,
1915,3165978,0,0,0,,,,,,,,,,
1916,3036641,36,8,0,2014-07-16,2023-11-13,4.92,5.0,4.89,5.0,5.0,4.91,4.83,0.31
1917,3037129,0,0,0,,,,,,,,,,
1918,3092995,0,0,0,,,,,,,,,,
1919,3166639,134,11,1,2014-12-15,2023-12-23,4.9,4.88,4.9,4.93,4.87,4.95,4.8,1.22
1920,3167212,9,0,0,2016-08-16,2022-09-13,4.78,4.78,5.0,5.0,5.0,4.89,4.56,0.1
1921,3094398,0,0,0,,,,,,,,,,
1922,3095899,16,0,0,2014-06-22,2022-03-14,4.06,3.69,3.81,3.94,4.19,4.0,3.88,0.14
1923,3098763,0,0,0,,,,,,,,,,
1924,3038880,2,0,0,2022-09-04,2022-09-11,4.5,4.0,5.0,4.0,4.0,4.5,4.5,0.13
1925,3167396,0,0,0,,,,,,,,,,
1926,3039968,74,6,0,2014-06-23,2023-11-01,4.24,4.47,4.26,4.75,4.67,4.79,4.22,0.64
1927,3100175,57,12,0,2014-08-14,2023-11-24,4.74,4.73,4.79,4.95,4.93,4.84,4.71,0.5
1928,3167398,0,0,0,,,,,,,,,,
1929,3041143,21,5,0,2014-09-17,2023-09-18,4.95,4.95,5.0,5.0,5.0,5.0,4.86,0.19
1930,3167417,10,0,0,2014-07-06,2022-03-17,4.6,4.6,4.2,4.8,4.4,4.8,4.5,0.09
1931,3041813,5,2,0,2016-08-15,2023-02-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
1932,3102567,0,0,0,,,,,,,,,,
1933,3105031,1,0,0,2016-08-19,2016-08-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
1934,3167773,35,8,1,2014-06-24,2023-11-27,4.74,4.76,4.88,5.0,4.91,5.0,4.48,0.3
1935,3168013,0,0,0,,,,,,,,,,
1936,3105977,0,0,0,,,,,,,,,,
1937,3106028,0,0,0,,,,,,,,,,
1938,3041848,52,23,3,2016-01-26,2023-12-19,4.98,5.0,4.88,5.0,4.98,4.96,4.81,0.54
1939,3174576,200,31,2,2014-07-17,2023-12-10,4.77,4.82,4.8,4.93,4.94,4.88,4.7,1.74
1940,3042070,0,0,0,,,,,,,,,,
1941,3042549,42,11,0,2016-08-13,2023-11-12,4.71,4.81,4.88,4.83,4.95,4.67,4.74,0.47
1942,3109714,4,0,0,2015-01-05,2020-03-18,4.0,4.25,4.25,4.75,4.5,4.5,4.25,0.04
1943,3110120,0,0,0,,,,,,,,,,
1944,3174716,40,26,0,2022-03-02,2023-11-20,4.98,4.95,4.95,5.0,5.0,4.93,4.93,1.8
1945,3042602,0,0,0,,,,,,,,,,
1946,3175225,97,24,1,2015-01-26,2023-11-29,4.66,4.75,4.6,4.91,4.89,4.92,4.71,0.89
1947,3042713,128,18,0,2014-08-27,2023-11-09,4.84,4.88,4.88,4.91,4.92,4.97,4.73,1.13
1948,3112018,32,5,1,2015-01-03,2023-12-24,5.0,4.97,4.91,5.0,5.0,5.0,4.97,0.29
1949,3175738,64,11,0,2015-02-20,2023-07-29,4.91,4.94,4.89,4.94,4.95,4.95,4.78,0.59
1950,3176214,74,16,1,2014-07-03,2023-11-30,4.64,4.62,4.42,4.88,4.95,4.82,4.69,0.64
1951,3112310,18,13,0,2021-04-04,2023-10-11,4.72,4.67,4.44,4.94,4.78,4.89,4.61,0.54
1952,3112937,0,0,0,,,,,,,,,,
1953,3176497,52,9,0,2015-01-18,2023-11-07,4.6,4.65,4.58,4.88,4.75,4.85,4.62,0.48
1954,3176729,0,0,0,,,,,,,,,,
1955,3176928,0,0,0,,,,,,,,,,
1956,3114294,0,0,0,,,,,,,,,,
1957,3043271,0,0,0,,,,,,,,,,
1958,3180518,6,2,0,2019-02-12,2023-11-20,4.83,5.0,5.0,5.0,5.0,4.67,4.5,0.1
1959,3181127,8,4,0,2022-01-07,2023-09-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.33
1960,3043505,0,0,0,,,,,,,,,,
1961,3043578,0,0,0,,,,,,,,,,
1962,3181345,0,0,0,,,,,,,,,,
1963,3047810,6,0,0,2015-02-25,2022-01-21,4.67,4.83,4.5,4.5,4.83,4.5,4.67,0.06
1964,3115460,162,24,2,2014-06-22,2023-12-10,4.68,4.73,4.47,4.83,4.88,4.96,4.68,1.4
1965,3181952,18,0,0,2017-05-19,2020-03-23,4.67,4.78,4.78,4.65,4.82,5.0,4.53,0.22
1966,3119720,95,12,2,2016-08-21,2023-12-28,4.56,4.76,4.15,4.89,4.83,4.94,4.74,1.06
1967,3048467,1,1,0,2023-02-22,2023-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1
1968,3048937,0,0,0,,,,,,,,,,
1969,3183573,0,0,0,,,,,,,,,,
1970,3183776,71,35,1,2014-06-21,2023-11-29,4.72,4.76,4.72,4.85,4.8,4.96,4.55,0.61
1971,3049759,0,0,0,,,,,,,,,,
1972,3122108,0,0,0,,,,,,,,,,
1973,3185632,17,0,0,2014-07-16,2019-03-08,4.82,4.88,4.88,4.94,4.94,4.94,4.76,0.15
1974,3122950,134,24,2,2015-01-17,2023-12-26,4.85,4.9,4.92,4.83,4.88,4.8,4.73,1.23
1975,3123252,12,2,0,2014-06-30,2023-08-23,4.75,4.83,4.75,5.0,5.0,4.83,4.5,0.1
1976,3123306,0,0,0,,,,,,,,,,
1977,3049947,1,0,0,2017-01-03,2017-01-03,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.01
1978,3185647,65,9,1,2015-01-03,2023-11-27,4.4,4.61,4.37,4.76,4.8,4.87,4.37,0.59
1979,3050945,142,48,3,2015-12-28,2023-12-19,4.65,4.75,4.67,4.83,4.85,4.89,4.71,1.46
1980,3051736,0,0,0,,,,,,,,,,
1981,3124781,20,13,1,2018-01-04,2023-12-09,4.65,4.7,4.45,4.85,4.95,4.95,4.65,0.27
1982,3128382,0,0,0,,,,,,,,,,
1983,3128561,0,0,0,,,,,,,,,,
1984,3185866,2,0,0,2020-01-02,2020-02-26,4.5,4.5,5.0,5.0,4.5,5.0,4.0,0.04
1985,3128794,0,0,0,,,,,,,,,,
1986,3051969,0,0,0,,,,,,,,,,
1987,3052009,1,0,0,2014-06-22,2014-06-22,4.0,4.0,3.0,4.0,4.0,5.0,3.0,0.01
1988,3058688,10,0,0,2018-10-08,2022-09-12,4.7,5.0,4.2,5.0,5.0,5.0,4.8,0.16
1989,3190254,16,2,0,2015-09-23,2023-02-21,4.94,5.0,5.0,5.0,5.0,4.81,4.75,0.16
1990,3191383,3,1,0,2022-02-28,2023-02-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.13
1991,3059386,6,2,0,2022-06-14,2023-09-13,4.83,4.83,4.17,4.83,4.83,5.0,4.83,0.32
1992,3129203,81,42,7,2014-07-04,2023-12-22,4.99,4.94,4.96,5.0,4.99,4.99,4.91,0.7
1993,3130466,71,6,0,2015-03-10,2023-11-03,4.52,4.54,4.45,4.75,4.77,4.89,4.45,0.66
1994,3130817,12,1,0,2019-01-04,2023-10-22,4.5,4.5,4.5,4.75,4.75,4.58,4.67,0.2
1995,3193307,0,0,0,,,,,,,,,,
1996,3130913,134,0,0,2014-07-03,2022-03-13,4.88,4.93,4.9,4.95,4.99,4.89,4.79,1.16
1997,3060062,32,2,0,2015-09-03,2023-02-24,4.72,4.84,4.31,5.0,4.94,4.84,4.72,0.32
1998,3061049,1,0,0,2016-08-20,2016-08-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
1999,3193809,143,41,1,2014-07-07,2023-12-17,4.94,4.94,4.97,4.95,4.92,4.86,4.92,1.24
2000,3061183,0,0,0,,,,,,,,,,
2001,3198303,0,0,0,,,,,,,,,,
2002,3198652,2,0,0,2016-01-05,2016-08-23,5.0,4.5,4.5,5.0,4.5,5.0,4.5,0.02
2003,3199708,2,2,0,2023-11-05,2023-11-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.13
2004,3061320,3,2,0,2014-07-06,2023-03-26,5.0,4.67,5.0,5.0,5.0,4.67,5.0,0.03
2005,3061344,4,1,0,2016-08-21,2023-01-03,4.0,4.25,3.75,4.75,5.0,4.75,4.0,0.04
2006,3131060,12,0,0,2019-07-11,2022-02-03,4.92,5.0,5.0,5.0,5.0,5.0,4.92,0.22
2007,3132722,0,0,0,,,,,,,,,,
2008,3132777,0,0,0,,,,,,,,,,
2009,3199731,0,0,0,,,,,,,,,,
2010,3200259,41,16,1,2014-07-15,2023-12-17,5.0,5.0,4.98,5.0,5.0,4.85,4.8,0.36
2011,3132862,24,21,1,2022-03-14,2023-12-03,4.75,4.67,4.58,4.88,4.83,4.88,4.75,1.1
2012,3136235,56,11,1,2014-09-19,2023-12-03,4.82,4.88,4.63,4.91,4.79,4.98,4.55,0.5
2013,3136456,64,28,3,2017-04-04,2023-12-21,4.97,5.0,4.98,5.0,5.0,5.0,4.91,0.78
2014,3063958,1,0,0,2022-09-11,2022-09-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
2015,3064823,0,0,0,,,,,,,,,,
2016,3200349,0,0,0,,,,,,,,,,
2017,3064933,20,12,0,2019-12-22,2023-11-08,4.65,4.7,4.5,4.85,4.8,4.9,4.65,0.41
2018,3066266,32,11,1,2014-10-06,2023-12-22,4.5,4.56,4.63,4.88,4.81,4.88,4.41,0.28
2019,3200811,93,17,0,2015-02-19,2023-10-07,4.54,4.74,4.59,4.73,4.76,4.71,4.62,0.86
2020,3066707,19,0,0,2014-06-16,2022-06-26,4.53,4.42,4.68,4.95,4.95,4.89,4.26,0.16
2021,3138241,8,0,0,2014-07-14,2018-01-03,4.25,4.63,4.5,5.0,5.0,4.75,4.63,0.07
2022,3201385,16,0,0,2016-08-07,2022-01-07,4.56,4.56,4.25,4.56,4.44,4.88,4.25,0.18
2023,3139486,0,0,0,,,,,,,,,,
2024,3066861,16,0,0,2020-10-05,2022-06-04,4.56,4.88,4.19,5.0,4.94,4.69,4.5,0.41
2025,3066866,0,0,0,,,,,,,,,,
2026,3068016,0,0,0,,,,,,,,,,
2027,3205578,211,34,1,2015-04-19,2023-12-08,4.84,4.89,4.75,4.94,4.96,4.97,4.75,1.99
2028,3068897,27,4,0,2017-12-25,2023-11-20,4.96,4.96,5.0,4.96,5.0,5.0,4.81,0.37
2029,3069393,298,34,1,2014-06-27,2023-12-03,4.95,4.94,4.95,4.97,4.92,4.91,4.87,2.57
2030,3142168,1,0,0,2016-08-23,2016-08-23,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.01
2031,3206766,312,43,2,2016-12-17,2023-12-22,4.95,4.95,4.96,4.99,4.98,4.96,4.93,3.65
2032,3142672,44,2,0,2015-02-19,2023-02-21,4.61,4.81,4.93,4.84,4.65,4.89,4.66,0.41
2033,3208752,0,0,0,,,,,,,,,,
2034,3142680,9,3,1,2021-03-26,2023-12-10,4.33,4.67,4.78,4.67,4.56,4.89,4.33,0.27
2035,3072513,0,0,0,,,,,,,,,,
2036,3209156,17,4,0,2014-07-02,2023-11-14,4.94,4.88,4.94,4.94,4.88,4.94,4.71,0.15
2037,3072782,0,0,0,,,,,,,,,,
2038,3072792,24,0,0,2017-01-06,2022-07-31,4.83,4.96,4.79,5.0,4.96,5.0,4.75,0.28
2039,3143684,32,0,0,2014-07-06,2019-07-08,4.69,4.6,4.5,4.8,4.77,4.74,4.68,0.28
