,id,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
0,17878,311,29,4,2010-07-15,2023-12-22,4.7,4.77,4.65,4.83,4.91,4.77,4.67,1.9
1,25026,275,29,2,2010-06-07,2023-12-03,4.72,4.7,4.79,4.81,4.92,4.84,4.6,1.67
2,35764,454,36,2,2010-10-03,2023-12-17,4.9,4.93,4.93,4.97,4.95,4.94,4.89,2.82
3,41198,17,0,0,2013-06-04,2016-02-09,4.21,3.88,4.25,4.69,4.56,4.44,4.38,0.13
4,326205,152,14,0,2012-04-18,2023-11-21,4.57,4.72,4.46,4.83,4.77,4.83,4.59,1.07
5,326575,227,12,0,2012-03-19,2023-11-21,4.81,4.85,4.8,4.91,4.89,4.95,4.73,1.58
6,216461,0,0,0,,,,,,,,,,
7,48305,163,36,3,2011-03-02,2023-12-10,4.76,4.72,4.7,4.83,4.83,4.94,4.59,1.04
8,216700,24,3,0,2012-06-18,2023-11-05,4.96,4.91,4.86,5.0,5.0,4.91,4.77,0.17
9,219250,431,25,2,2012-06-11,2023-12-11,4.82,4.87,4.74,4.94,4.87,4.76,4.78,3.07
10,48901,24,16,2,2015-08-01,2023-12-11,4.5,4.67,4.17,4.92,4.88,4.92,4.46,0.23
11,220377,4,0,0,2011-11-08,2017-04-06,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0.03
12,220705,0,0,0,,,,,,,,,,
13,327375,12,0,0,2012-06-25,2020-02-25,4.0,3.92,4.25,4.67,4.75,4.25,4.08,0.09
14,49179,156,28,2,2012-11-24,2023-12-19,4.82,4.86,4.67,4.9,4.93,4.89,4.72,1.15
15,328626,1,0,0,2012-02-21,2012-02-21,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.01
16,223073,463,26,2,2011-10-06,2023-12-20,4.81,4.83,4.74,4.95,4.98,4.96,4.72,3.11
17,50759,7,0,0,2015-11-27,2017-01-08,4.57,4.86,4.86,4.86,4.57,4.71,4.57,0.07
18,230989,153,23,1,2011-11-08,2023-12-04,4.63,4.75,4.74,4.91,4.91,4.85,4.55,1.03
19,231105,111,13,1,2013-09-23,2023-12-12,4.86,4.95,4.93,4.89,4.96,4.89,4.78,0.89
20,231497,82,13,0,2011-11-17,2023-11-21,4.74,4.83,4.84,4.9,4.93,4.88,4.65,0.56
21,329615,0,0,0,,,,,,,,,,
22,51703,257,31,0,2012-08-08,2023-11-22,4.76,4.73,4.77,4.89,4.91,4.91,4.62,1.85
23,330913,12,0,0,2012-04-12,2013-07-21,4.78,4.75,4.5,5.0,4.92,4.75,4.83,0.08
24,331088,53,4,0,2012-02-20,2023-10-29,4.51,4.58,4.33,4.73,4.83,4.71,4.5,0.37
25,53533,37,10,0,2011-11-27,2023-11-12,4.95,4.86,4.95,4.92,4.92,4.89,4.67,0.25
26,332150,78,8,0,2012-10-30,2023-11-03,4.78,4.7,4.15,4.85,4.88,4.53,4.75,0.57
27,332151,42,4,0,2013-11-25,2023-10-30,4.76,4.8,4.53,4.88,4.93,4.58,4.78,0.34
28,236991,84,27,1,2014-03-03,2023-12-22,4.89,4.95,4.9,4.96,4.95,4.96,4.89,0.7
29,60718,11,3,0,2011-01-05,2023-11-24,4.8,4.88,4.88,4.88,4.88,4.88,4.75,0.07
30,238802,106,34,0,2011-11-17,2023-11-27,4.79,4.87,4.88,4.89,4.93,4.82,4.67,0.72
31,333305,4,0,0,2016-01-01,2016-08-24,4.25,4.25,4.75,4.25,5.0,5.0,4.5,0.04
32,336502,24,22,2,2012-03-11,2023-12-14,4.82,4.87,4.87,4.91,4.74,4.91,4.78,0.17
33,337345,0,0,0,,,,,,,,,,
34,64795,70,22,0,2011-03-09,2023-11-22,4.73,4.69,4.56,4.85,4.85,4.96,4.54,0.45
35,340432,236,29,3,2012-04-15,2023-12-13,4.83,4.84,4.92,4.91,4.88,4.95,4.7,1.66
36,239531,113,16,0,2011-12-08,2023-11-20,4.59,4.66,4.33,4.78,4.81,4.7,4.44,0.77
37,65546,69,1,0,2011-02-13,2023-07-13,4.4,4.24,4.64,4.71,4.52,4.98,4.23,0.44
38,245951,16,3,0,2012-03-05,2023-11-12,4.88,5.0,5.0,4.88,4.94,4.88,4.88,0.11
39,342874,182,31,2,2012-04-02,2023-12-04,4.92,4.92,4.93,4.93,4.96,4.93,4.86,1.27
40,66797,293,36,1,2011-03-20,2023-12-04,4.91,4.93,4.89,4.97,4.95,4.85,4.82,1.88
41,346694,0,0,0,,,,,,,,,,
42,247052,0,0,0,,,,,,,,,,
43,70080,555,65,6,2012-01-07,2023-12-23,4.8,4.87,4.82,4.91,4.94,4.9,4.7,3.8
44,347295,74,4,0,2012-03-27,2023-07-03,4.19,4.39,4.13,4.72,4.58,4.64,4.2,0.52
45,70547,89,6,2,2011-03-26,2023-12-14,4.92,4.84,4.94,4.97,4.99,4.58,4.85,0.57
46,347820,351,31,0,2012-03-05,2023-11-13,4.86,4.89,4.78,4.94,4.96,4.95,4.77,2.44
47,247779,154,15,2,2011-12-31,2023-12-04,4.76,4.79,4.71,4.91,4.96,4.93,4.63,1.05
48,76245,143,14,0,2011-07-31,2023-11-25,4.34,4.57,4.31,4.86,4.74,4.37,4.23,0.95
49,76300,234,15,0,2012-02-22,2023-11-21,4.8,4.83,4.45,4.83,4.88,4.62,4.78,1.62
50,76961,97,0,0,2011-04-07,2021-06-25,4.68,4.81,4.54,4.83,4.8,4.31,4.56,0.63
51,248756,160,22,1,2011-10-21,2023-12-04,4.76,4.81,4.79,4.89,4.89,4.72,4.67,1.08
52,77318,37,0,0,2013-03-05,2021-04-30,4.7,4.73,4.54,4.95,4.95,4.81,4.62,0.28
53,249323,144,31,2,2011-11-14,2023-12-11,4.78,4.83,4.59,4.84,4.77,4.93,4.73,0.98
54,347883,261,30,1,2012-03-19,2023-11-30,4.78,4.85,4.79,4.8,4.9,4.87,4.74,1.82
55,86670,115,10,0,2011-08-15,2023-08-20,4.67,4.65,4.71,4.73,4.63,4.92,4.43,0.76
56,348330,25,6,0,2014-06-30,2023-11-20,4.92,4.92,4.96,4.92,4.96,4.92,4.84,0.22
57,352718,2,0,0,2013-01-04,2013-02-14,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.01
58,86864,40,13,1,2021-08-12,2023-11-27,4.53,4.73,4.4,4.78,4.7,4.75,4.53,1.38
59,355075,0,0,0,,,,,,,,,,
60,249842,180,25,1,2012-03-01,2023-12-19,4.88,4.83,4.89,4.96,4.96,4.86,4.78,1.25
61,86978,0,0,0,,,,,,,,,,
62,356489,74,8,0,2013-11-20,2023-11-22,4.6,4.6,4.72,4.9,4.9,4.76,4.54,0.6
63,87762,119,51,4,2017-09-17,2023-12-23,4.66,4.7,4.61,4.91,4.82,4.97,4.66,1.56
64,357554,229,21,1,2012-10-08,2023-11-29,4.83,4.85,4.76,4.99,4.98,4.91,4.8,1.68
65,251868,85,2,0,2011-12-02,2023-02-21,4.84,4.86,4.86,4.8,4.89,4.72,4.75,0.58
66,88528,83,10,0,2011-11-04,2023-11-19,4.67,4.78,4.82,4.79,4.73,4.91,4.63,0.56
67,256323,235,18,2,2012-04-02,2023-12-06,4.81,4.86,4.74,4.96,4.97,4.75,4.76,1.64
68,257618,41,0,0,2012-01-02,2022-09-12,4.73,4.7,4.78,4.9,4.85,4.93,4.73,0.28
69,360877,270,27,0,2012-03-14,2023-11-20,4.87,4.9,4.9,4.96,4.97,4.93,4.83,1.88
70,361568,5,0,0,2015-02-13,2020-12-15,4.8,5.0,4.4,5.0,5.0,5.0,4.6,0.05
71,88781,81,7,0,2013-01-22,2023-11-21,4.78,4.75,4.93,4.93,4.77,4.95,4.68,0.61
72,361569,30,0,0,2012-06-11,2021-01-26,5.0,4.93,4.83,4.97,4.97,4.97,4.63,0.21
73,262466,3,0,0,2013-01-04,2016-01-05,5.0,5.0,4.67,5.0,5.0,5.0,4.33,0.02
74,89893,0,0,0,,,,,,,,,,
75,264816,46,5,2,2012-06-26,2023-12-16,4.98,4.93,4.8,4.96,5.0,4.89,4.67,0.33
76,368146,281,30,3,2012-03-17,2023-12-07,4.85,4.83,4.79,4.96,4.93,4.96,4.79,1.96
77,371950,404,54,3,2012-03-25,2023-12-25,4.86,4.87,4.79,4.97,4.95,4.98,4.77,2.82
78,89981,167,0,0,2012-01-06,2020-02-27,4.89,4.94,4.99,4.96,4.87,4.93,4.77,1.15
79,380887,104,33,3,2019-11-12,2023-12-24,4.98,4.98,4.96,5.0,4.98,4.99,4.95,2.07
80,265072,148,36,1,2012-01-16,2023-11-27,4.87,4.92,4.96,4.97,4.97,4.89,4.74,1.02
81,94895,12,3,0,2016-01-06,2023-02-28,5.0,5.0,4.83,5.0,5.0,4.92,4.75,0.12
82,391835,29,8,2,2012-12-25,2023-12-06,4.9,4.9,4.72,4.97,4.83,5.0,4.79,0.22
83,96431,63,6,0,2013-04-02,2023-11-25,4.81,4.95,4.62,4.95,4.89,4.87,4.75,0.48
84,392267,164,29,0,2012-06-18,2023-11-20,4.74,4.76,4.61,4.9,4.87,4.74,4.71,1.17
85,396849,161,27,1,2012-04-25,2023-12-04,4.71,4.78,4.67,4.82,4.87,4.93,4.53,1.13
86,399476,2,0,0,2015-02-21,2017-07-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
87,265752,52,6,0,2011-12-27,2023-11-21,4.65,4.79,4.47,4.8,4.85,4.76,4.67,0.36
88,271975,7,0,0,2013-02-16,2019-10-05,4.14,4.33,3.67,4.33,4.67,4.33,4.0,0.05
89,272335,313,64,3,2011-12-06,2023-12-11,4.92,4.91,4.88,4.97,4.97,4.96,4.86,2.13
90,97636,17,0,0,2012-01-04,2021-12-15,4.62,4.43,4.36,4.86,4.79,4.43,4.29,0.12
91,272631,29,4,0,2014-07-01,2023-11-05,5.0,5.0,4.93,4.93,5.0,4.97,4.97,0.25
92,273261,0,0,0,,,,,,,,,,
93,400326,155,1,0,2012-05-13,2023-08-26,4.29,4.25,4.01,4.75,4.76,4.86,4.19,1.1
94,98969,48,24,2,2012-01-18,2023-12-17,4.79,4.73,4.48,4.85,4.96,4.94,4.79,0.33
95,404674,115,0,0,2012-05-11,2017-03-02,4.87,4.87,4.9,4.9,4.98,4.83,4.79,0.81
96,273333,24,0,0,2012-01-06,2022-04-04,4.86,4.83,4.71,5.0,5.0,4.74,4.45,0.16
97,99547,66,3,0,2013-03-10,2023-11-06,4.58,4.75,4.66,4.84,4.83,4.7,4.56,0.5
98,99971,157,22,1,2011-08-09,2023-12-01,4.79,4.72,4.66,4.88,4.88,4.57,4.68,1.04
99,273363,4,0,0,2015-03-11,2017-12-04,5.0,5.0,5.0,5.0,5.0,4.75,4.75,0.04
100,273463,587,39,1,2012-02-01,2023-11-30,4.82,4.88,4.85,4.92,4.94,4.84,4.7,4.05
101,404771,20,4,0,2014-03-05,2023-11-19,4.6,4.5,4.55,4.75,4.85,4.85,4.4,0.17
102,404811,0,0,0,,,,,,,,,,
103,405444,86,0,0,2013-04-01,2022-10-16,4.54,4.78,4.08,4.91,4.87,4.96,4.47,0.66
104,103053,0,0,0,,,,,,,,,,
105,406603,196,22,1,2012-06-23,2023-11-27,4.83,4.84,4.87,4.95,4.94,4.87,4.72,1.4
106,273496,60,3,0,2011-12-29,2023-06-09,4.8,4.8,4.55,4.78,4.93,5.0,4.6,0.41
107,273753,4,1,0,2013-12-03,2023-02-27,4.5,5.0,5.0,5.0,4.5,4.75,4.75,0.03
108,274116,45,6,0,2015-01-23,2023-10-03,4.91,4.93,4.82,4.96,4.98,4.89,4.82,0.41
109,106372,9,0,0,2016-08-13,2022-09-11,4.78,4.56,5.0,5.0,5.0,4.44,4.56,0.1
110,278679,50,17,3,2011-12-19,2023-12-14,4.86,4.83,4.9,4.98,5.0,4.44,4.81,0.34
111,280625,30,8,1,2012-02-26,2023-12-05,4.72,4.83,4.6,4.7,4.83,4.67,4.7,0.21
112,281304,29,9,0,2012-01-18,2023-11-01,4.81,4.93,4.86,4.93,4.97,4.45,4.72,0.2
113,409038,12,0,0,2014-03-11,2022-01-15,4.09,4.45,3.82,5.0,4.91,4.73,4.18,0.1
114,107469,2,0,0,2013-11-26,2018-12-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
115,409183,51,11,1,2013-02-12,2023-12-18,4.59,4.63,4.53,4.9,4.9,4.63,4.49,0.39
116,281459,21,7,1,2018-11-19,2023-12-11,5.0,4.95,5.0,5.0,5.0,4.95,4.9,0.34
117,282071,34,0,0,2012-06-23,2020-01-01,4.66,4.79,4.76,4.79,4.82,4.76,4.58,0.24
118,108072,176,21,3,2011-05-29,2023-12-13,4.66,4.76,4.66,4.8,4.77,4.83,4.58,1.15
119,284762,8,0,0,2014-03-06,2022-03-03,3.63,3.5,4.5,4.25,4.0,4.13,3.75,0.07
120,416290,12,1,0,2013-01-05,2023-01-03,5.0,5.0,5.0,4.92,5.0,4.83,4.83,0.09
121,109747,216,26,1,2012-01-08,2023-12-17,4.92,4.81,4.9,4.98,4.98,4.97,4.76,1.48
122,421001,88,9,0,2013-03-20,2023-11-23,4.92,4.91,4.94,4.95,4.92,4.86,4.79,0.67
123,284910,43,0,0,2012-01-06,2019-10-10,4.45,4.15,4.49,4.8,4.66,4.51,4.0,0.29
124,118355,17,2,0,2019-01-01,2023-04-14,4.47,4.35,4.41,4.88,4.65,4.41,4.29,0.28
125,285363,116,4,0,2012-01-03,2023-11-05,4.57,4.68,4.74,4.89,4.8,4.54,4.53,0.8
126,428798,18,0,0,2012-08-29,2020-01-24,4.28,4.18,4.35,4.47,4.82,5.0,4.59,0.13
127,435728,95,1,0,2013-03-20,2023-02-21,4.7,4.66,4.55,4.85,4.83,4.87,4.61,0.72
128,125656,94,3,0,2011-06-10,2023-11-21,4.98,4.92,4.98,4.98,4.99,4.93,4.79,0.62
129,127018,10,3,0,2011-11-26,2023-11-21,5.0,5.0,4.9,5.0,5.0,4.7,4.9,0.07
130,436868,46,0,0,2012-07-09,2019-07-16,4.81,4.77,4.73,4.95,4.98,4.7,4.7,0.33
131,438767,14,2,0,2012-05-28,2023-11-21,4.67,4.64,4.36,4.93,4.93,4.21,4.36,0.1
132,439907,4,2,0,2017-01-06,2023-02-22,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0.05
133,285554,16,0,0,2016-04-08,2018-07-29,4.81,5.0,4.81,4.94,4.88,4.88,4.94,0.17
134,286677,41,3,0,2012-02-28,2023-02-26,4.64,4.84,4.71,4.95,4.92,4.92,4.51,0.28
135,128727,5,1,0,2012-02-02,2023-02-13,4.8,4.6,5.0,5.0,4.4,4.2,4.6,0.03
136,286788,28,5,0,2012-01-06,2023-02-25,4.79,4.89,4.74,4.96,4.93,4.96,4.46,0.19
137,441118,5,0,0,2012-06-15,2013-05-20,4.8,4.0,4.6,5.0,5.0,4.75,4.6,0.04
138,441119,39,1,0,2012-06-19,2023-01-03,4.71,4.38,4.95,4.83,4.79,4.89,4.49,0.28
139,130234,1,0,0,2019-02-16,2019-02-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
140,132114,21,11,1,2013-01-05,2023-12-24,4.95,4.95,4.9,4.9,4.95,4.81,4.76,0.16
141,286792,1,0,0,2019-01-02,2019-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
142,132832,3,0,0,2015-11-29,2019-01-02,4.67,4.5,4.0,5.0,5.0,5.0,4.0,0.03
143,288732,52,5,0,2012-02-22,2023-09-22,4.56,4.42,4.8,4.9,4.88,4.88,4.56,0.36
144,442509,110,15,0,2012-06-24,2023-11-05,4.71,4.76,4.56,4.79,4.71,4.76,4.6,0.79
145,133221,42,6,1,2013-06-13,2023-12-10,4.95,4.95,4.88,4.95,4.98,4.98,4.93,0.33
146,137002,37,1,0,2011-08-06,2023-04-23,4.94,4.89,4.94,4.94,5.0,5.0,4.75,0.25
147,137048,55,15,1,2011-09-25,2023-12-15,4.85,4.98,4.76,4.96,4.98,4.98,4.85,0.37
148,444250,176,35,3,2012-07-04,2023-12-12,4.93,4.91,4.93,4.98,4.93,4.77,4.79,1.26
149,449040,1,0,0,2016-02-28,2016-02-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
150,289898,5,0,0,2016-08-21,2022-01-02,4.8,5.0,5.0,5.0,5.0,5.0,4.8,0.06
151,290503,51,14,0,2012-02-23,2023-10-30,4.92,4.92,4.92,4.98,5.0,4.5,4.86,0.35
152,290513,15,9,2,2016-01-05,2023-12-08,4.93,5.0,4.87,5.0,5.0,5.0,4.87,0.15
153,137150,0,0,0,,,,,,,,,,
154,449177,1,0,0,2019-04-28,2019-04-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
155,141434,82,22,0,2011-07-04,2023-11-18,4.91,4.89,4.63,4.95,4.99,4.94,4.82,0.54
156,449391,45,6,0,2012-05-01,2023-11-06,4.93,4.87,4.82,4.91,4.91,4.89,4.8,0.32
157,291290,5,1,0,2013-01-03,2023-11-16,4.8,4.4,4.8,5.0,5.0,5.0,4.2,0.04
158,291771,16,0,0,2012-01-28,2018-02-20,4.63,5.0,4.63,5.0,5.0,4.63,4.69,0.11
159,294292,106,39,2,2012-02-26,2023-12-23,4.97,4.92,4.91,4.97,4.96,4.94,4.82,0.74
160,146249,6,1,0,2012-02-21,2023-01-02,4.17,4.2,3.8,4.67,4.6,3.5,4.33,0.04
161,461479,51,2,0,2013-07-28,2023-11-12,4.58,4.7,4.6,4.74,4.76,4.98,4.56,0.4
162,462947,1,1,0,2023-06-24,2023-06-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.16
163,146402,95,12,0,2012-04-14,2023-11-22,4.95,4.93,4.98,4.97,4.94,4.83,4.91,0.67
164,464220,85,5,0,2012-06-22,2023-03-28,4.48,4.62,4.39,4.88,4.9,4.82,4.54,0.61
165,295493,13,4,0,2012-02-21,2023-11-22,4.91,4.85,4.92,4.77,4.77,4.85,4.69,0.09
166,154127,0,0,0,,,,,,,,,,
167,295683,182,0,0,2012-01-17,2019-11-30,4.73,4.74,4.69,4.9,4.88,4.84,4.63,1.25
168,465251,66,7,0,2013-01-06,2023-06-14,4.66,4.57,4.71,4.84,4.72,4.94,4.63,0.49
169,466477,18,1,0,2013-02-12,2023-01-12,4.61,4.76,4.41,4.82,4.82,4.71,4.12,0.14
170,166177,110,11,0,2011-08-23,2023-11-20,4.55,4.76,4.32,4.82,4.86,4.84,4.55,0.73
171,469673,6,3,0,2016-02-13,2023-10-16,4.67,5.0,4.17,5.0,5.0,4.67,4.67,0.06
172,295955,27,3,0,2012-01-13,2023-02-23,4.74,4.89,4.7,4.93,4.96,5.0,4.63,0.19
173,166861,15,1,0,2014-06-20,2023-02-22,4.73,4.8,4.53,5.0,4.87,5.0,4.53,0.13
174,296910,17,3,0,2012-07-11,2023-11-24,4.82,4.94,4.88,4.94,4.88,4.65,4.76,0.12
175,473180,13,3,0,2014-03-09,2023-11-05,4.85,4.85,4.69,5.0,5.0,4.85,4.62,0.11
176,166972,8,4,1,2019-11-06,2023-12-03,4.88,5.0,5.0,5.0,5.0,5.0,4.88,0.16
177,297908,80,14,0,2012-10-31,2023-11-20,4.91,4.89,4.81,5.0,4.97,4.86,4.81,0.59
178,167031,84,9,0,2012-10-17,2023-11-21,4.65,4.71,4.4,4.88,4.89,4.92,4.54,0.62
179,479414,138,1,0,2012-06-24,2023-11-05,4.84,4.81,4.78,4.92,4.93,4.96,4.66,0.99
180,167932,95,13,0,2011-10-04,2023-11-14,4.64,4.77,4.55,4.86,4.9,4.94,4.57,0.64
181,170265,4,1,0,2019-10-06,2023-02-19,4.75,4.75,5.0,5.0,5.0,5.0,4.0,0.08
182,298395,21,20,0,2012-02-22,2023-11-19,4.86,4.9,4.76,5.0,4.95,5.0,4.9,0.15
183,170397,125,15,0,2011-10-06,2023-11-20,4.66,4.67,4.64,4.84,4.9,4.89,4.59,0.84
184,480220,128,9,1,2012-07-26,2023-12-05,4.57,4.69,4.42,4.9,4.75,4.94,4.47,0.92
185,171505,5,3,0,2016-08-21,2023-11-20,4.4,4.6,4.8,5.0,5.0,4.8,5.0,0.06
186,303587,29,0,0,2012-01-13,2016-02-12,4.75,4.85,4.89,4.93,4.89,4.82,4.68,0.2
187,172902,116,11,0,2011-08-24,2023-11-20,4.22,4.38,4.2,4.73,4.76,4.44,4.15,0.77
188,483578,35,1,0,2012-06-24,2023-02-26,4.97,4.97,4.94,4.97,5.0,4.77,4.77,0.25
189,173709,100,14,0,2011-12-20,2023-11-12,4.79,4.92,4.92,4.91,4.97,4.81,4.69,0.68
190,306113,157,21,1,2014-04-29,2023-12-07,4.54,4.61,4.54,4.85,4.78,4.81,4.54,1.33
191,174101,221,17,1,2011-08-20,2023-12-19,4.95,4.93,4.96,4.99,4.99,4.87,4.83,1.47
192,307714,8,0,0,2012-02-21,2018-01-03,4.86,4.75,5.0,4.88,5.0,5.0,4.86,0.06
193,484267,208,44,3,2013-01-06,2023-12-26,4.95,4.95,4.89,4.95,4.98,4.99,4.84,1.56
194,176185,171,15,1,2011-10-14,2023-12-02,4.86,4.8,4.88,4.92,4.96,4.93,4.7,1.15
195,484296,15,0,0,2012-10-12,2019-12-02,4.67,4.6,4.6,4.87,4.87,4.93,4.4,0.11
196,178833,135,12,0,2011-07-29,2023-11-22,4.85,4.78,4.76,4.89,4.87,4.87,4.8,0.89
197,485293,337,40,1,2012-09-22,2023-12-08,4.79,4.81,4.88,4.87,4.9,4.91,4.69,2.46
198,487922,0,0,0,,,,,,,,,,
199,309192,3,0,0,2012-02-22,2014-06-30,3.67,2.5,2.0,3.0,4.5,3.0,2.5,0.02
200,178951,125,14,2,2011-08-09,2023-12-22,4.82,4.87,4.87,4.91,4.95,4.87,4.78,0.83
201,310233,29,2,0,2012-02-26,2023-03-29,4.89,4.74,4.52,4.96,5.0,4.81,4.7,0.2
202,311801,195,9,0,2012-01-24,2023-08-27,4.28,4.46,4.09,4.69,4.66,4.79,4.4,1.34
203,490098,166,15,0,2014-06-23,2023-11-21,4.94,4.95,4.85,4.82,4.93,4.99,4.79,1.43
204,492856,177,40,1,2015-12-08,2023-12-08,4.81,4.71,4.77,4.95,4.93,4.95,4.6,1.8
205,186604,0,0,0,,,,,,,,,,
206,493569,131,13,0,2012-12-31,2023-11-20,4.88,4.89,4.91,4.95,4.9,4.81,4.78,0.98
207,313223,168,16,0,2012-03-24,2023-11-19,4.75,4.79,4.65,4.93,4.95,4.84,4.61,1.17
208,315102,61,6,0,2013-01-20,2023-11-21,4.57,4.59,4.48,4.82,4.87,4.9,4.48,0.46
209,188155,93,27,1,2011-10-24,2023-12-11,4.59,4.61,4.52,4.89,4.86,4.9,4.67,0.63
210,190906,181,6,0,2011-09-13,2023-11-10,4.55,4.63,4.53,4.84,4.79,4.81,4.46,1.21
211,315109,15,0,0,2012-02-24,2015-04-22,4.29,4.71,4.21,4.57,4.79,5.0,4.64,0.1
212,316652,109,10,0,2012-02-08,2023-07-11,4.97,4.96,4.98,4.97,4.97,4.86,4.92,0.75
213,494903,627,65,5,2012-10-08,2023-12-26,4.88,4.88,4.93,4.93,4.92,4.7,4.87,4.59
214,496174,1,0,0,2013-02-14,2013-02-14,4.0,5.0,5.0,4.0,4.0,2.0,3.0,0.01
215,191955,5,3,0,2016-01-18,2023-11-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
216,321061,29,15,0,2022-04-17,2023-11-18,4.93,5.0,4.97,5.0,5.0,4.97,4.9,1.4
217,198665,6,0,0,2012-04-02,2016-08-16,4.8,4.83,4.67,4.83,5.0,4.83,4.67,0.04
218,200568,204,10,0,2011-12-29,2023-10-31,4.79,4.75,4.81,4.94,4.97,4.96,4.72,1.4
219,321637,1,0,0,2012-02-21,2012-02-21,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.01
220,321648,3,0,0,2012-10-15,2015-01-09,4.67,5.0,4.67,5.0,4.33,4.67,4.67,0.02
221,504174,1,0,0,2014-07-16,2014-07-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
222,202778,228,8,0,2011-09-08,2023-11-19,4.8,4.73,4.68,4.94,4.94,4.86,4.68,1.52
223,321802,25,3,0,2014-07-17,2023-02-21,4.96,5.0,4.92,4.8,4.76,4.52,4.68,0.22
224,203139,40,0,0,2011-12-09,2019-03-05,4.82,4.82,4.92,4.82,4.95,4.84,4.78,0.27
225,322004,249,24,3,2012-04-25,2023-12-24,4.95,4.93,4.88,4.98,4.96,4.98,4.87,1.75
226,323213,17,4,0,2014-01-03,2023-11-20,4.88,4.82,4.76,4.76,5.0,4.88,4.76,0.14
227,505165,18,0,0,2012-09-10,2019-03-06,4.69,4.67,4.72,4.89,4.78,4.83,4.39,0.13
228,209671,4,4,0,2023-07-02,2023-11-24,4.75,5.0,4.5,5.0,4.75,5.0,4.75,0.67
229,507900,96,5,0,2012-09-23,2023-11-20,4.65,4.76,4.76,4.88,4.89,4.26,4.65,0.7
230,508383,32,2,0,2013-05-07,2023-02-28,4.53,4.32,4.39,4.71,4.57,4.81,4.37,0.25
231,324324,130,12,0,2012-04-12,2023-11-22,4.92,4.95,4.96,4.96,4.98,4.95,4.84,0.91
232,324541,5,0,0,2012-02-23,2015-11-09,5.0,4.8,5.0,5.0,5.0,4.4,5.0,0.03
233,216436,10,1,0,2011-11-06,2023-01-01,4.22,4.2,3.6,4.7,4.7,4.6,4.1,0.07
234,509929,191,4,0,2012-06-20,2023-10-08,4.3,4.35,4.47,4.65,4.6,4.49,4.39,1.36
235,735804,0,0,0,,,,,,,,,,
236,854496,56,3,0,2013-01-04,2023-11-06,4.26,4.15,4.24,4.78,4.69,4.93,4.35,0.42
237,743447,68,13,1,2013-02-01,2023-11-26,4.83,4.76,4.84,4.96,4.93,4.49,4.72,0.51
238,745687,18,16,1,2013-03-01,2023-12-01,5.0,5.0,4.94,5.0,4.94,4.89,4.94,0.14
239,510354,37,2,0,2012-08-07,2023-11-19,4.68,4.89,4.72,4.81,4.81,4.92,4.64,0.27
240,854771,358,45,3,2013-01-02,2023-12-14,4.4,4.61,4.26,4.74,4.6,4.82,4.46,2.67
241,512634,29,5,0,2013-02-13,2023-11-19,4.79,4.83,4.9,5.0,4.93,4.93,4.55,0.22
242,514889,3,2,0,2022-09-11,2023-04-02,5.0,5.0,4.67,5.0,5.0,4.67,5.0,0.19
243,746187,47,7,0,2012-11-21,2023-11-20,4.7,4.76,4.7,4.91,4.8,4.96,4.57,0.35
244,747176,1,0,0,2013-01-03,2013-01-03,3.0,,,,,,,0.01
245,856351,3,0,0,2013-02-14,2016-01-09,5.0,5.0,5.0,5.0,5.0,5.0,4.33,0.02
246,857141,4,0,0,2014-01-03,2019-03-05,4.67,4.33,5.0,5.0,5.0,5.0,4.67,0.03
247,747862,31,2,1,2013-04-22,2023-12-10,4.58,4.55,4.45,4.55,4.86,4.79,4.38,0.24
248,749237,44,20,0,2017-02-13,2023-11-20,4.84,4.91,4.66,4.89,4.86,5.0,4.86,0.53
249,515144,68,9,0,2013-11-25,2023-11-21,4.74,4.66,4.73,4.91,4.87,4.84,4.72,0.55
250,519097,267,27,1,2012-06-22,2023-12-17,4.81,4.9,4.84,4.87,4.64,4.97,4.65,1.9
251,519542,32,5,0,2012-06-23,2023-11-20,4.91,4.94,4.94,4.97,4.97,4.97,4.75,0.23
252,857217,0,0,0,,,,,,,,,,
253,519865,126,23,1,2012-09-26,2023-12-13,4.82,4.84,4.76,4.9,4.94,4.94,4.74,0.92
254,749870,64,6,0,2012-11-07,2023-03-26,4.65,4.6,4.73,4.79,4.73,4.84,4.51,0.47
